A,-0.0841,0.0447,9.8368,1,z
A,-0.0076,0.0829,9.8751,2,z
A,-0.0459,0.1212,9.9133,3,z
A,-0.0459,0.1212,9.8368,4,z
A,-0.0459,0.0829,9.8368,5,z
A,-0.0459,0.1212,9.7986,6,z
A,-0.0076,0.1212,9.8751,7,z
A,0.0306,0.0829,9.8368,8,z
A,-0.0076,0.0829,9.8751,9,z
A,-0.0076,0.1212,9.8368,10,z
A,0.0306,0.1212,9.7986,11,z
A,-0.0076,0.0829,9.8368,12,z
A,-0.0459,0.1594,9.8368,13,z
A,-0.0076,0.0829,9.8751,14,z
A,-0.0459,0.1212,9.8751,15,z
A,-0.0076,0.1212,9.8368,16,z
A,0.0306,0.0829,9.8368,17,z
A,-0.0076,0.0447,9.8368,18,z
A,-0.0076,0.0829,9.9133,19,z
A,0.0306,0.1212,9.7603,20,z
A,0.1071,0.1594,9.9133,21,z
A,-0.0459,0.1212,9.8751,22,z
A,0.0306,0.0447,9.8368,23,z
A,-0.0076,0.1594,9.8751,24,z
A,-0.0459,0.0829,9.8368,25,z
A,-0.0076,0.0829,9.8368,26,z
A,-0.0459,0.1212,9.8368,27,z
A,-0.0076,0.1212,9.8368,28,z
A,0.0306,0.0829,9.8751,29,z
A,-0.0459,0.1212,9.8751,30,z
A,0.0306,0.1594,9.9133,31,z
A,-0.0076,0.1212,9.8368,32,z
A,-0.0076,0.0829,9.8751,33,z
A,-0.0076,0.1212,9.7986,34,z
A,-0.0076,0.0829,9.8751,35,z
A,0.0688,0.1976,9.9133,36,z
A,0.0306,0.0829,9.9133,37,z
A,-0.0459,0.0064,9.7986,38,z
A,-0.0076,0.0829,9.8368,39,z
A,-0.0076,0.1212,9.7986,40,z
A,-0.0076,0.1212,9.8368,41,z
A,-0.0459,0.1212,9.8751,42,z
A,-0.0459,-0.0318,9.7221,43,z
A,-0.0459,0.1212,9.8751,44,z
A,-0.0076,0.1212,9.8751,45,z
A,-0.0076,0.1212,9.8368,46,z
A,-0.0459,0.1212,9.8751,47,z
A,-0.0841,0.0064,9.7603,48,z
A,-0.0076,0.1594,9.8751,49,z
A,0.0306,0.0829,9.8368,50,z
A,-0.0076,0.1212,9.8368,51,z
A,-0.0459,0.1212,9.8368,52,z
A,0.0688,0.1212,10.0281,53,z
A,-0.0076,0.1212,9.9133,54,z
A,0.0306,0.0829,9.8751,55,z
A,-0.0076,0.1212,9.8751,56,z
A,-0.0459,0.0829,9.8751,57,z
A,-0.0076,0.1594,9.9898,58,z
A,-0.0076,0.1212,9.8368,59,z
A,0.0306,0.1212,9.8368,60,z
A,-0.0076,0.0829,9.8751,61,z
A,-0.0076,0.1212,9.8751,62,z
A,-0.0076,0.0829,9.7986,63,z
A,-0.0076,0.1594,9.8368,64,z
A,-0.0076,0.0829,9.8751,65,z
A,-0.0459,0.1594,9.8751,66,z
A,-0.0076,0.1594,9.7986,67,z
A,0.0688,0.1594,9.8751,68,z
A,-0.0076,0.0829,9.7986,69,z
A,-0.0459,0.1212,9.8751,70,z
A,-0.0459,0.1212,9.7986,71,z
A,-0.0076,0.1212,9.9133,72,z
A,0.1071,0.1594,9.9516,73,z
