a,-76.36,-30.360000000000003,-605.36,3.52002003161847,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-76.36,-30.360000000000003,-604.44,3.52002003161847,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-74.52000000000001,-29.44,-606.28,3.5178346642271663,z
a,-75.44,-29.44,-605.36,3.5136604124479134,z
a,-75.44,-29.44,-605.36,3.5136604124479134,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-75.44,-31.28,-604.44,3.5346506727717255,z
a,-75.44,-31.28,-605.36,3.5346506727717255,z
a,-74.52000000000001,-30.360000000000003,-605.36,3.528468371320821,z
a,-75.44,-31.28,-606.28,3.5346506727717255,z
a,-75.44,-30.360000000000003,-603.52,3.524199867947593,z
a,-75.44,-29.44,-604.44,3.5136604124479134,z
a,-76.36,-30.360000000000003,-605.36,3.52002003161847,z
a,-75.44,-30.360000000000003,-604.44,3.524199867947593,z
a,-75.44,-30.360000000000003,-606.28,3.524199867947593,z
a,-76.36,-31.28,-605.36,3.5303804148798323,z
a,-75.44,-29.44,-605.36,3.5136604124479134,z
a,-74.52000000000001,-31.28,-605.36,3.539010737474367,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-76.36,-30.360000000000003,-604.44,3.52002003161847,z
a,-76.36,-31.28,-605.36,3.5303804148798323,z
a,-75.44,-31.28,-605.36,3.5346506727717255,z
a,-75.44,-30.360000000000003,-606.28,3.524199867947593,z
a,-74.52000000000001,-30.360000000000003,-606.28,3.528468371320821,z
a,-74.52000000000001,-31.28,-604.44,3.539010737474367,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-75.44,-30.360000000000003,-604.44,3.524199867947593,z
a,-76.36,-29.44,-605.36,3.5095735897347775,z
a,-76.36,-30.360000000000003,-605.36,3.52002003161847,z
a,-74.52000000000001,-31.28,-604.44,3.539010737474367,z
a,-75.44,-30.360000000000003,-606.28,3.524199867947593,z
a,-75.44,-30.360000000000003,-604.44,3.524199867947593,z
a,-74.52000000000001,-29.44,-606.28,3.5178346642271663,z
a,-75.44,-30.360000000000003,-606.28,3.524199867947593,z
a,-76.36,-30.360000000000003,-605.36,3.52002003161847,z
a,-76.36,-29.44,-605.36,3.5095735897347775,z
a,-76.36,-30.360000000000003,-604.44,3.52002003161847,z
a,-75.44,-31.28,-604.44,3.5346506727717255,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-75.44,-30.360000000000003,-606.28,3.524199867947593,z
a,-75.44,-30.360000000000003,-606.28,3.524199867947593,z
a,-75.44,-29.44,-606.28,3.5136604124479134,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-75.44,-31.28,-606.28,3.5346506727717255,z
a,-75.44,-30.360000000000003,-605.36,3.524199867947593,z
a,-75.44,-29.44,-606.28,3.5136604124479134,z
a,-74.52000000000001,-30.360000000000003,-606.28,3.528468371320821,z
a,-75.44,-29.44,-604.44,3.5136604124479134,z
a,-75.44,-32.2,-605.36,3.545011686889605,z
a,-74.52000000000001,-31.28,-606.28,3.539010737474367,z
a,-75.44,-30.360000000000003,-606.28,3.524199867947593,z
a,-74.52000000000001,-30.360000000000003,-606.28,3.528468371320821,z
a,-74.52000000000001,-30.360000000000003,-606.28,3.528468371320821,z
