A,-0.122386585,0.197645935,9.68384879,1,z
A,-0.08414065,0.1594,9.68384879,2,z
A,-0.08414065,0.197645935,9.645602855,3,z
A,-0.00764878,0.121154065,9.722094725,4,z
A,-0.00764878,0.197645935,9.68384879,5,z
A,-0.045894715,0.23589187,9.68384879,6,z
A,-0.08414065,0.1594,9.645602855,7,z
A,-0.08414065,0.1594,9.68384879,8,z
A,-0.08414065,0.197645935,9.722094725,9,z
A,-0.08414065,0.197645935,9.722094725,10,z
A,-0.045894715,0.1594,9.68384879,11,z
A,-0.045894715,0.197645935,9.60735692,12,z
A,-0.045894715,0.197645935,9.722094725,13,z
A,-0.08414065,0.1594,9.68384879,14,z
A,-0.045894715,0.197645935,9.68384879,15,z
A,-0.00764878,0.1594,9.68384879,16,z
A,-0.00764878,0.1594,9.68384879,17,z
A,-0.00764878,0.121154065,9.76034066,18,z
A,-0.08414065,0.197645935,9.645602855,19,z
A,-0.045894715,0.1594,9.76034066,20,z
A,-0.045894715,0.1594,9.722094725,21,z
A,-0.08414065,0.197645935,9.60735692,22,z
A,-0.045894715,0.1594,9.60735692,23,z
A,-0.08414065,0.197645935,9.722094725,24,z
A,-0.045894715,0.1594,9.76034066,25,z
A,-0.00764878,0.197645935,9.68384879,26,z
A,-0.122386585,0.1594,9.722094725,27,z
A,-0.00764878,0.1594,9.68384879,28,z
A,-0.045894715,0.121154065,9.68384879,29,z
A,-0.045894715,0.197645935,9.645602855,30,z
A,-0.08414065,0.197645935,9.76034066,31,z
A,-0.00764878,0.1594,9.798586595,32,z
A,-0.08414065,0.809580895,8.91893009,33,z
A,-0.045894715,0.427121545,9.798586595,34,z
A,-0.122386585,1.345023985,9.722094725,35,z
A,-0.16063252,2.30117236,9.186651635,36,z
A,-0.00764878,3.027845125,9.1484057,37,z
A,-0.122386585,3.75451789,8.84243822,38,z
A,-0.23712439,4.404698785,8.345241065,39,z
A,-0.16063252,4.787158135,8.421732935,40,z
