A,-0.08414065,0.54185935,9.645602855,1,z
A,-0.08414065,0.427121545,9.68384879,2,z
A,-0.08414065,0.503613415,9.722094725,3,z
A,-0.08414065,0.38887561,9.68384879,4,z
A,-0.16063252,0.503613415,9.722094725,5,z
A,-0.045894715,0.427121545,9.722094725,6,z
A,-0.08414065,0.46536748,9.645602855,7,z
A,-0.122386585,0.427121545,9.722094725,8,z
A,-0.122386585,0.46536748,9.722094725,9,z
A,-0.08414065,0.46536748,9.645602855,10,z
A,-0.122386585,0.38887561,9.722094725,11,z
A,-0.122386585,0.46536748,9.68384879,12,z
A,-0.16063252,0.427121545,9.68384879,13,z
A,-0.08414065,0.46536748,9.68384879,14,z
A,-0.00764878,0.427121545,9.68384879,15,z
A,-0.122386585,0.46536748,9.645602855,16,z
A,-0.045894715,0.38887561,9.645602855,17,z
A,-0.122386585,0.503613415,9.76034066,18,z
A,-0.08414065,0.38887561,9.645602855,19,z
A,-0.122386585,0.46536748,9.722094725,20,z
A,-0.08414065,0.503613415,9.60735692,21,z
A,-0.16063252,0.427121545,9.68384879,22,z
A,-0.045894715,0.350629675,9.798586595,23,z
A,-0.00764878,0.350629675,9.645602855,24,z
A,-0.16063252,0.274137805,10.028062205,25,z
A,-0.00764878,0.46536748,9.45437318,26,z
A,-0.08414065,0.31238374,9.645602855,27,z
A,-0.08414065,0.54185935,9.68384879,28,z
A,-0.198878455,0.503613415,9.60735692,29,z
A,-0.122386585,0.31238374,9.68384879,30,z
A,-0.122386585,0.274137805,9.60735692,31,z
A,-0.16063252,0.197645935,9.798586595,32,z
A,0.030597155,0.23589187,9.83683253,33,z
A,-0.08414065,0.23589187,9.569110985,34,z
A,0.183580895,0.1594,9.875078465,35,z
A,-0.08414065,0.197645935,9.798586595,36,z
A,-0.00764878,-0.14656748,10.21929188,37,z
A,-0.00764878,0.08290813,10.104554075,38,z
A,-0.198878455,0.08290813,10.028062205,39,z
A,-0.122386585,0.350629675,9.60735692,40,z
A,-0.23712439,0.274137805,9.569110985,41,z
A,-0.122386585,0.1594,9.45437318,42,z
A,-0.122386585,-0.031829675,9.53086505,43,z
A,-0.08414065,-0.184813415,9.492619115,44,z
A,-0.16063252,-0.414289025,9.492619115,45,z
A,-0.16063252,-0.52902683,9.645602855,46,z
A,-0.23712439,-0.490780895,9.569110985,47,z
A,-0.08414065,-0.567272765,9.645602855,48,z
A,-0.16063252,-0.490780895,9.60735692,49,z
A,-0.08414065,-0.490780895,9.60735692,50,z
A,-0.31361626,-0.567272765,9.60735692,51,z
A,0.06884309,-0.6055187,9.951570335,52,z
A,-0.198878455,-0.22305935,9.645602855,53,z
