g,0,1.02,-23633.98,z
g,0,1.0002,-23633.9998,z
g,0,2.980002,-23632.019998,z
g,0,1.01980002,-23633.98019998,z
g,0,4.9601980002,-23630.0398019998,z
g,0,-0.940398019998,-23635.940398019997,z
g,0,4.9405960198000205,-23630.0594039802,z
g,0,-0.9405940398019997,-23635.940594039803,z
g,0,-0.99940594039802,-23635.999405940398,z
g,0,2.9600059405960195,-23632.039994059403,z
g,0,1.0196000594059602,-23633.980399940596,z
g,0,4.96019600059406,-23630.039803999407,z
g,0,1.0396019600059407,-23633.960398039995,z
g,0,-0.9796039803999406,-23635.9796039804,z
g,0,2.9602039601960004,-23632.039796039804,z
g,0,-0.9603979603980399,-23635.960397960396,z
g,0,4.94039602039602,-23630.059603979604,z
g,0,-0.9405960397960398,-23635.940596039796,z
g,0,2.9605940396020394,-23632.039405960397,z
g,0,-0.9603940596039796,-23635.960394059603,z
g,0,4.940396059403961,-23630.059603940597,z
g,0,3.0194039605940395,-23631.980596039404,z
g,0,1.0201940396059404,-23633.979805960393,z
g,0,1.0002019403960594,-23633.999798059605,z
g,0,2.9800020194039605,-23632.019997980595,z
g,0,-0.9601999798059604,-23635.960199979807,z
g,0,4.940398000201941,-23630.059601999797,z
g,0,-2.9205960199979804,-23637.920596019998,z
g,0,4.92079403980002,-23630.0792059602,z
g,0,-0.9407920596019997,-23635.940792059602,z
g,0,2.96059207940398,-23632.039407920594,z
g,0,-0.9603940792059602,-23635.960394079208,z
g,0,4.940396059207941,-23630.059603940794,z
g,0,1.0394039605920795,-23633.960596039407,z
g,0,4.960394039605921,-23630.039605960395,z
g,0,-0.9403960596039407,-23635.940396059603,z
g,0,2.9605960394039603,-23632.039403960596,z
g,0,-0.9603940396059604,-23635.960394039605,z
g,0,4.94039605960394,-23630.059603940397,z
g,0,-0.9405960394039605,-23635.940596039403,z
g,0,4.94059403960596,-23630.059405960394,z
